category,id,prompt_en,type,prompt_length,class
Anime_Stylization,200,"A character crouches on one knee, dressed in a sleek black bodysuit with armored pads on the shoulders and thighs. Her dark brown hair is in a high ponytail. Spent bullet casings are scattered around her. Bright and even lighting highlight the outfit and rifle details without creating harsh shadows, evoking the vibrant and expressive art style typical of Japanese animation.",NP,long,
Anime_Stylization,201,"An illustration captures a profile view of an individual with flowing white hair adorned by a gold star-shaped hairpin. The person wears a white outfit with intricate gold accents, including a high collar and subtle orange highlights, contributing warmth. The background showcases a gradient of yellow and orange, evoking sunrise or sunset. The posture is poised, with a slight head turn suggesting calm and elegance. The entire scene is depicted in a style inspired by graffiti.",NP,long,graffiti
Anime_Stylization,202,"A powerful, muscular character resembles a rabbit warrior, featuring long ears and a mask-like white face with intense red eyes and sharp teeth. The purple body showcases intricate muscles, adorned with battle-damaged yellow pants, white gloves, and boots. The dramatic sky surrounds them with swirling pink and purple energy blasts amidst scattered clouds as the character leaps forward with clenched fists, highlighting intense combat. The entire scene is depicted in a style reminiscent of graffiti, capturing a vivid moment of action.",NP,long,graffiti
Anime_Stylization,203,"A vibrant digital painting in anime style shows a creature with dragon-like and humanoid traits, horns, scaly face, glowing eyes, expansive wings, purple robe, red sash, halo.",NP,short,
Anime_Stylization,204,"A character with short bob hair wears star-shaped jewelry, a white and purple outfit, and a bow. Her gentle gaze overlooks a fantastical cityscape beneath a starry sky blending into a galaxy. The character is rendered in minimalism influenced by the detailed and expressive techniques, capturing her surrounded by celestial and urban splendor.",NP,middle,minimalism
Anime_Stylization,205,"Four female characters stand outdoors on a brick floor, enhanced by the backdrop of a classic school building flanked by lush green trees. The first character, with short black hair, wears a striking blue necktie and lifts her bold-patterned skirt with a broad smile. The second character, sporting a long braid of brown hair, is smiling engagingly while holding an open book filled with notes. The third character, with flowing blonde hair, wears a pristine white shirt and skirt, gazing sideways thoughtfully. The fourth, with very short purple hair, dons a vibrant red sports bra and sleek black underwear, meeting the viewer's gaze with confidence. The entire scene is depicted in a captivating blend of Chibi and stylized animation, showcasing vibrant details and dynamic expressions.",NP,long,Chibi
Anime_Stylization,206,"A character with spiky white hair and intense purple eyes moves with purpose, dressed in a dark hooded jacket, set against city sunset.",NP,short,
Anime_Stylization,207,"Rendered in the watercolor style, the illustration depicts a blonde young woman in a pink crop top tied at the front, distressed jeans, standing confidently with hands behind her head indoors.",NP,middle,watercolor
Anime_Stylization,208,"The entire scene is depicted in Chinese ink painting, showcasing a character with long, flowing hair and expressive eyes standing confidently. She wears a form-fitting outfit adorned with a large star design on the chest. Her attire features a high collar and long sleeves, with visible zippers emphasizing its sleek design. Stars fill the background.",NP,middle,Chinese ink painting
Anime_Stylization,209,"In a captivating style reminiscent of animated storytelling, behind prison bars stands a powerful woman, eyes glowing red and intense, with a prominent scar.",NP,short,
Anime_Stylization,210,"A cheerful anime character stands against a mint green background. She wears a layered light green and white dress, with yellow bobbed hair.",NP,short,
Anime_Stylization,211,"The entire scene is depicted in a Pixar and anime style. An animated character stands with a distinctive appearance, notably their long, wavy black hair and a white cap featuring a black skull-like pattern. They wear a dark jacket over a contrasting lighter shirt, and a tattoo on their right hand reads ""DEAD."" Their intense expression suggests power as their hand extends forward, unleashing swirling blue and purple energy, enveloping the dynamic background. Lighting emphasizes their features and energy, creating a striking visual.",NP,long,Pixar
Anime_Stylization,212,"The character with large, expressive blue eyes and silver hair adorned with crystalline spikes is in a vibrant anime-inspired style.",NP,short,
Anime_Stylization,213,A young girl with curly hair rests her head against a dragon creature with large green eyes. The style of the photo is pixel art blended with anime.,NP,short,pixel art
Anime_Stylization,214,"A character with distinct sharp facial features, pierced ear, wavy hair, colorful jacket, unique tie, glove holding cigarette, watch on wrist, contrasted deep blue background. The scene is depicted in minimalism.",NP,middle,minimalism
Anime_Stylization,215,A young woman in the anime style with long wavy brown hair styled with a pink hair tie gazes outward with large blue eyes in daylight.,NP,short,
Anime_Stylization,216,"The character wears a confident look with a red hat, red shirt, blue overalls, and white gloves. He flexes, revealing vivid flowers wrapping his arms. A plain background emphasizes the Baroque style.",NP,middle,Baroque
Anime_Stylization,217,"This image follows a stone sculpture style. It features a distinct female figure with an enchanting, ethereal appearance. Her skin is a vivid green, contrasting with large, striking blue eyes framed by rich, dark lashes that exude a peaceful aura. Curving, spiral horns, banded in shimmering blue and teal stripes, emerge from her brow, adorned by a resplendent gold headpiece. She wears a dramatic, dark garment, softly draped to expose one shoulder, crafted from luxurious, flowing fabric. A gentle smile complements her tranquil demeanor, with a delicate rosy blush highlighting her cheeks. A solid, warm yellow backdrop accentuates her cool hues, ensuring total focus on this extraordinary character.",NP,long,stone sculpture
Anime_Stylization,218,"A pop art style has been applied to the entire image. The illustration features a person with striking blue hair in a jungle. Their hair is styled into a high ponytail; wet strands cling to their neck. Wearing a yellow tank top, a tattoo is visible on their left arm as they stand surrounded by foliage.",NP,middle,pop art
Anime_Stylization,219,"The image is rendered entirely in Ukiyo-e style. A person stands holding a rifle with scope against bold red, black backdrop, dark spiky hair framed by shadows, dressed in black tactical vest, scarf, radiating authority. Intense lighting highlights person, rifle, creating vivid scene.",NP,middle,Ukiyo-e
Anime_Stylization,220,"A character with a feathered headdress and ornate armor has white hair, blue eyes, a regal expression, and combines gold and white tones in design. The style evokes the grace and detail commonly found in Japanese animation, with soft, diffused lighting highlighting their features and attire's detailed craftsmanship, creating a captivating visual focus.",NP,middle,
Anime_Stylization,221,"A muscular figure with a large scar, orange patterned shorts, red Hawaiian shirt, blue hair, sunglasses, and confident smile holds a turtle-like creature. The image is depicted as the combination of pixel art and anime styles.",NP,middle,pixel art
Anime_Stylization,222,"Rendered entirely in Ukiyo-e style, the image showcases a superhero-like character with an intense grimacing expression and fiery eyes surrounded by fierce energy. Blue and orange colors dominate.",NP,short,Ukiyo-e
Anime_Stylization,223,"The scene is depicted in art nouveau. A character resembling a wolf, with pointed ears and sharp teeth, stands amidst vibrant flames. Their hair is long and black, with pink and blue streaks, framing yellow eyes. Clad in a cropped jacket, crop top, pants, utility belt.",NP,middle,art nouveau
Anime_Stylization,224,"The image is rendered entirely in crayon style. A single human figure leans against a textured wall with eyes closed, exuding tranquility. Short dark green hair frames their serene expression. Dressed in a dark jacket and white shirt adorned by a loosely tied black necktie, featuring a penlight and a red-white emblem, alongside a badge marked 'E' on the armband. The rough, striated background wall enhances the dramatic lighting highlighting their face and upper body, focusing on the individual's attire, calm, reflective nature within the scene.",NP,long,crayon
Anime_Stylization,225,"A digital illustration in an anime-inspired style depicts a woman with a dark complexion and long white hair. Her eyes are grayish, adding intrigue to her gaze. Her outfit is black latex with a plunging neckline and a zipper. The background features a minimalist gradient shifting from black at the top to deep gray below. Front-facing lighting casts soft shadows.",NP,middle,
Anime_Stylization,226,"In a vibrant anime illustration, a giant character, dressed in a school uniform, strides forward amidst a densely packed urban East Asian cityscape.",NP,short,
Anime_Stylization,227,"A male with a mustache sports an elaborate uniform, blending history and fantasy, with swirling blues and purples. The image is crafted in the cubism style.",NP,short,cubism
Anime_Stylization,228,"This picture follows the abstract expressionism visual style. A character with short pink hair, blue eyes, wearing a black hoodie, blue neck gaiter, black shorts, and sneakers, stands in a busy street. Vibrant shop signs, lanterns, traffic cones, a fire hydrant, and sunlight create a dynamic atmosphere.",NP,middle,abstract expressionism
Anime_Stylization,229,"Please generate a photo in Ghibli and anime style. An elderly male with pale, grayish skin and wrinkles stands as the focal point against a dark gradient. His long white beard cascades down, complementing white hair pulled back with loose strands framing his face. A piercing gaze suggests wisdom. Intricate armor with gold accents covers his shoulders, while detailed tattoos adorn his left arm.",NP,long,Ghibli
Anime_Stylization,230,Birch forest under soft light against snowy ground with distant pine trees. The entire scene is depicted in line art.,NP,short,line art
Anime_Stylization,231,The entire scene is depicted in 3d rendering with a book cover featuring a futuristic frontier.,NP,short,3d rendering
Anime_Stylization,232,"A shaman cowboy cow stands near desert cactus, geometric circles on its face, and futuristic elements, beneath an alien craft. This is a line art image.",NP,short,line art
Anime_Stylization,233,"Designed in a distinctly 3d rendering look, this underwater scene showcases an acrylic pour painting style with dynamic colors of purple, blue, green, and yellow. Intricate textures outline coral reefs amid dreamy bubbles and sparkles.",NP,middle,3d rendering
Anime_Stylization,234,"Rendered entirely in line art, this scene features a magical penguin with a small top hat joyfully sliding down a rainbow. It's surrounded by snowflakes, floating amid glittering icebergs and twinkling ice. The vibrant arctic color palette includes icy cliffs and shimmering snow, illuminated by the aurora borealis.",NP,middle,line art
Anime_Stylization,235,"A stone gargoyle carries a joyful red panda with vibrant orange fur, surrounded by intricate stone carvings of a gothic cathedral under deep, moonlit shadows. This scene is rendered entirely in clay style.",NP,middle,clay
Anime_Stylization,236,"The entire scene is depicted in clay. A black sweatshirt is precisely folded into a boho basket on a rug, surrounded by disco balls and flowers. Its sleeves peek out, with the front brightly illuminated as a blank canvas.",NP,middle,clay
Anime_Stylization,237,"A samurai sword is surrounded by whole and sliced green apples next to a plain black energy drink can. The drink glistens with condensation against a shadowy background, enhanced by side lighting. This entire scene is depicted in the clay style.",NP,middle,clay
Anime_Stylization,238,"Green tea ice cubes float in milk, each with a distinct ink pattern. The surface appears smooth and glass-like, enhancing the realistic feel and inviting a tactile experience. The entire scene is depicted in 3d rendering.",NP,middle,3d rendering
Anime_Stylization,239,"Designed in a distinctly line art look, envision a book cover focused on a single, elegantly illustrated dumpling at the center. Utilize a simple, impactful color scheme. Prominently display the title in modern fonts, enhanced by understated details like steam for depth.",NP,middle,line art
Anime_Stylization,240,"The entire scene is depicted in line art, showcasing a table from above. There are slices of cake on plates with candles, a pink cowboy hat, and a champagne glass. Additional decorations include a heart-shaped item and a disco ball key ring. Polaroids and a colorful sprinkled birthday cake hint at a festive celebration.",NP,middle,line art
Anime_Stylization,241,"Explore Brazil's cultural landscape with artwork inspired by its folklore, urban legends, and natural wonders, crafting a chilling depiction of horror. Imagine supernatural terror, eerie encounters, and ancient curses lurking in Brazil's cities, jungles, and villages. Create a haunting narrative that captivates the viewer. This entire scene is depicted in line art.",NP,middle,line art
Anime_Stylization,242,"This is a clay style image. A sloth crawls slowly across a dirt road winding through the center of a dense tropical forest. Its movements emphasize the calm rhythm of the natural surroundings, with vibrant greenery stretching in all directions under the bright daylight. The serene setting evokes a sense of stillness and connection to the jungle's unhurried pace. The sloth's deliberate journey becomes a quiet, captivating focal point amid the lush scenery.",NP,long,clay
Anime_Stylization,243,"The entire scene is depicted in 3d rendering, showcasing an expansive field under twilight. Cosmic crop circles unfold like astronomical marvels, with each pattern reflecting the elegance of celestial bodies. The precision in crafting these designs evokes a sense of being etched by cosmic forces, resembling planetary orbits and galaxy swirls. Moonlight and starlight merge, casting an ethereal glow over the field. The crop circles' complexity is highlighted alongside the landscape's tranquility, charging the atmosphere with mystery and awe. This composition captures cosmic wonder, seamlessly blending earth and sky into a moment of transcendent beauty.",NP,long,3d rendering
Anime_Stylization,244,"A cannon inside a fort's tower on a hill is firing a signal fire just before dawn. The cannon's muzzle shines brightly, casting a warm glow as it emits vibrant sparks and a glowing trajectory. As dawn breaks, the sky begins to lighten, creating dramatic contrasts with the cool pre-dawn tones, accentuating the fiery signal against a dark forest. The prominent tower looms above, emphasizing its strength. In the distance, the valley's silhouette appears, adding depth and scale, and symbolizing hope and victory. The whole image, designed in a distinctly 3d rendering look, show that the fort and cannon dominate the scene against the valley backdrop.",NP,long,3d rendering
Portrait,000,"Two individuals sit closely on a charming park bench beneath a vivid, sunlit sky. The photograph should capture genuine people, emphasizing a realistic and authentic style.",NP,short,
Portrait,001,Please create an image in a realistic photography style featuring a terrified firefighter urgently watching a Victorian mansion completely consumed by flames.,NP,short,
Portrait,002,"Create an image of a man in a helmet sitting confidently on a sleek motorcycle, with a large python elegantly draped across it, capturing a lifelike and natural style.",NP,short,
Portrait,003,"Create a lifelike portrayal of a taikonaut adventuring through the red Martian desert, surrounded by rugged rock formations, alongside a vivid depiction of Brazilian women expertly navigating a canoe through the lush, dense greenery of the Amazon rainforest. Ensure the image is rendered with natural realism, evoking the authenticity and detail of a photograph.",NP,middle,
Portrait,004,"A young man draped in a robe wanders through a serene and lush bamboo forest, captured in a style that reflects the essence of real individuals and environments.",NP,short,
Portrait,005,"Depict a genuine photo of a man with colorful tattoos adorning his arms and neck, relaxedly smoking a cigarette while taking a selfie outside on a bright, sunny day.",NP,short,
Portrait,006,"A woman walks leisurely through the park, dressed in pastel pink and blue clothing, embodying tranquility and grace. The image should depict real individuals with a focus on realism.",NP,short,
Portrait,007,"A young woman in a vibrant red dress is seated calmly at a beautifully carved wooden table, captured in a lifelike photograph that conveys the essence of a genuine, real-life moment.",NP,middle,
Portrait,008,"A truly delighted woman laughs warmly in a large, contemporary bathroom adorned with elegant fixtures and vibrant tiles, captured in a realistic portrayal with authentic human details.",NP,short,
Portrait,009,"Two young boys engage in an arm wrestling match on an oak table, surrounded by books and pencils, as sunlight streams in. The image captures the essence of real people in a lifelike setting, emphasizing the authenticity of the moment.",NP,middle,
Portrait,010,"A silhouette of a boy and girl parting ways alone at sunset on a city street path. The image should be rendered in a lifelike, true-to-reality style, capturing the authentic essence of the scene.",NP,middle,
Portrait,011,"A serene silver-haired grandmother, dressed in exquisitely detailed medieval armor, is engrossed in reading an ancient, dust-covered book. The image needs to be created in a highly realistic, lifelike style.",NP,short,
Portrait,012,Two women skillfully guide a cutting-edge electric watercraft across shimmering blue waters under the radiant sun. The image captures genuine individuals enjoying a serene and authentic setting.,NP,short,
Portrait,013,"Two confident women engage in a precise duel within a boxing ring, their movements reflecting intense focus and determination. The image should capture them in a lifelike style, emphasizing realism in the depiction.",NP,middle,
Portrait,014,"Woman donning a chic bamboo hat and graceful qipao, amidst blossoming cherry trees in the heart of spring. The image should capture an authentic and realistic essence, depicting a lifelike scene.",NP,middle,
Portrait,015,"The long strands of my hair completely obscure my eyes as the skinny brown and gray mutt nearby flashes a broad grin. The image should be crafted in a lifelike, realistic style.",NP,middle,
Portrait,016,"Create an image of a man meticulously handling an antique film reel as he sets it onto a vintage projector. The scene is captured in a warm, vivid light, reflecting a lifelike quality. Aim for a realistic style that embodies authenticity and tangible detail.",NP,middle,
Portrait,017,"Lifelike photograph, genuine elderly man with a flowing white beard, warm gentle eyes, soft billowy clouds in the expansive sky, holding red flag, signaling urgently for assistance.","T, P",short,
Portrait,018,"Realistic photograph, newborn baby, gently cradled in loving arms, nestled in soft blankets.","T, P",short,
Portrait,019,"Please create a realistic photograph capturing a woman in a brown shirt and jeans, joyfully smiling as she lies on a bed of fresh snowflakes. Her hair is gently tousled, and the scene is set against a backdrop of towering evergreen trees.",NP,middle,
Portrait,020,"Create an image portraying a young woman kneeling on a polished wooden floor, her hands assertively placed on her hips. She is dressed in vibrant fitness clothing that stands out against her pale bare feet. Her short, dark hair perfectly frames her resolute gaze directed forward. Capture her likeness with a realistic and lifelike style, showcasing genuine details and textures.",NP,middle,
Portrait,021,"A young child, seated at a lively restaurant table, eagerly observes the vibrant, fragrant dishes of genuine, traditional cuisine being served, captured in a lifelike style that showcases real people.",NP,short,
Portrait,022,"A female model effortlessly poses next to a pristine natural hot spring, encircled by lush greenery and blooming wildflowers. The image should capture real-life individuals or embody a highly realistic style.",NP,middle,
Portrait,023,"A young boy, sporting a vibrant red cap, holds a gleaming new baseball bat with a confident smile as sunlight bathes him. Capture this moment featuring real people in a lifelike, realistic style.",NP,middle,
Portrait,024,"Capture a realistic scene of men dressed in blue work attire, holding ballots as they engage in a discussion about wages during a meeting. They are gathered around a large round table in an office setting, emphasizing the authenticity and detailed portrayal of real people.",NP,middle,
Portrait,025,"The meditation hero sits quietly under the expansive tree, surrounded by the peaceful forest draped in snow. Beside him, a woman stands in silence, observing. The image should be created in a lifelike, photo-realistic style.",NP,middle,
Portrait,026,"A middle-aged woman enjoys a melting cherry popsicle on a lively city sidewalk, surrounded by towering skyscrapers. The image captures real people and should have a genuine, lifelike quality.",NP,short,
Portrait,027,"Capture an authentic image of a girl standing outdoors, beaming with joy, in crisp white pants complemented by lively yellow suspenders. Her short-sleeve blouse showcases a playful pattern, adding a touch of whimsy to her cheerful presence.",NP,middle,
Portrait,028,"Inside the car, a man firmly holds a shining samurai sword, captured in warm, vivid hues. The image should portray real individuals, emphasizing a lifelike and authentic depiction.",NP,short,
Portrait,029,"Capture a genuine scene of a man in streetwear confidently walking through an urban alley, as people on motorbikes speed by and pigeons flutter overhead, with vibrant graffiti colors adding life to the gritty walls. Create a photo of a living, breathing individual in this vivid street moment.",NP,middle,
Portrait,030,"Young woman in dynamic neon streetwear poses on bustling Tokyo street at night, surrounded by illuminated signs. Captured in a photograph that features lifelike individuals.",NP,short,
Portrait,031,"A blonde man wearing a blue shirt and a woman joyfully smile as they hang clean laundry outside under the radiant sunlight, captured in a vivid, lifelike photograph style.",NP,short,
Portrait,032,"Create an image of a young woman clad in a dress made of shimmering car parts, standing confidently before a textured gray background with gentle lighting accents, captured in a realistic photography style.",NP,middle,
Portrait,033,"Generate an image in a highly realistic style, capturing the model in a yoga outfit holding a white box next to a teen with long, tousled hair. The picture should embody a vivid cold visual aesthetic, emphasizing true-to-life details and authenticity.",NP,middle,
Portrait,034,"Create a lifelike photograph capturing a boy and a blonde girl, both smiling joyfully while seated on a picnic blanket. Around them, apples, sandwiches, and juice are thoughtfully arranged, adding to the inviting atmosphere. The scene is portrayed in vivid, warm colors, emphasizing the realism and beauty of genuine human interactions.",NP,middle,
Portrait,035,"Well-lit studio, diverse group of women, vibrant clothing, warm smiles at the camera, lifelike quality, genuine individuals.","T, P",short,
Portrait,036,"Lively young woman, warm breeze, running through blooming cherry blossoms and daffodils, vibrant spring, capturing genuine human emotion and movement.","T, P",short,
Portrait,037,"Photograph-style image, realistic portrait, slender bald man, colorful attire, seated on abstract chair, bright pristine white room.","T, P",short,
Portrait,038,"Four men, four women, gathered around desktop computer, engrossed, interactive, discussing important project plan, energy, precision, lifelike figures, fluidity, natural expression.","T, P",short,
Portrait,039,"A woman with flowing, long hair poses elegantly against a vibrant pink backdrop, enveloped by lush greenery and striking flowers in vivid warm hues. Rendered with lifelike detail, the image captures real-world beauty and authenticity, featuring a genuine person with an emphasis on realism.",NP,middle,
Portrait,040,"Please craft an image of a genuine individual. A young woman, dressed in an authentic cowboy outfit, stands confidently next to a weathered barn. The scene is evocatively captured in sepia tones. In the distance, a vast field stretches out, dotted with tall grasses and dried hay bales, while a vibrant blue sky peeks in from the corner.",NP,middle,
Portrait,041,"A young boy with large glasses and a striped jersey is intently poised to kick a muddy football on the grassy field. This image captures the essence of real-life people, bringing a touch of authenticity and realism to the scene.",NP,middle,
Portrait,042,"A man stands boldly on stage, his arm extending forward with fearless laughter, illuminated by a bright, solitary spotlight overhead. Capture this moment with exquisite realism, emphasizing the vibrant energy and authentic presence in a photography style.",NP,middle,
Portrait,043,Craft a portrait featuring a man with glasses alongside a woman in formal attire beside an NCAA tournament bracket. The image should capture real-life individuals in a realistic style.,NP,short,
Portrait,044,"In this vivid and dynamic scene, a resolute middle-aged man intensely arm-wrestles a massive red crab on a timeworn wooden dock, encircled by aged, historical boats. The image should have a lifelike quality, capturing the essence of real individuals.",NP,middle,
Portrait,045,"A young girl with a tousled bob haircut sprinted through tall, dry grass, silk ribbons trailing elegantly behind her in the gentle wind. The expansive, untouched field stretched as far as the eye could see under a clear, blue sky. The photo should capture this scene in a highly realistic style, emphasizing the authentic and natural beauty of the moment.",NP,middle,
Portrait,046,"A mechanic strides down the bustling street in a snug blue jumpsuit, greasy hands alongside a determined look, head slightly turned. Capture the scene in lifelike detail.",NP,short,
Portrait,047,"In a lively neon-lit room, a woman with captivatingly large eyes, wearing sleek black leggings, sits comfortably cross-legged. Capture a genuine photograph emphasizing real people and authentic detail.",NP,short,
Portrait,048,"A man dressed in a crisp blue uniform reaches out for a selfie, surrounded by scattered candy packs, colorful wrappers, and curious, scurrying rats everywhere. Capture this scene in a vivid and lifelike photograph.",NP,middle,
Portrait,049,"Create an image featuring a real-life female model striking a graceful pose. She is dressed in a vibrant red sports shirt and sleek white running shoes, set against a clean, stark white backdrop. This setting highlights the model's attire with ease, while maintaining a natural and lifelike presence.",NP,middle,
Portrait,050,"Five joyful girls dressed in vibrant blue and red jerseys, stand together in a harmonious pose, their broad smiles capturing the moment. Each jersey features a striking white tiger emblem on their chests, enhancing their unified appearance. The image exudes a vintage charm while maintaining a lifelike depiction, ensuring the realism of the scene is beautifully portrayed.",NP,middle,
Portrait,051,"Generate an incredibly lifelike image showcasing a vividly cold-toned scene. The focus is on a meticulously arranged bento box featuring teriyaki chicken, crispy tempura vegetables, steaming miso soup, and fluffy rice. A man dressed in a business suit gazes eagerly at the meal, skillfully holding chopsticks, embodying a genuine sense of anticipation.",NP,middle,
Portrait,052,"Capture a vibrant photograph of a young woman, showcasing her unique flair and joyful spirit. Her dark green braided hair cascades gracefully down her shoulders, while her sparkling pink-purple eyes reflect a sense of happiness. With meticulously manicured yellow nails, she wears a cheerful yellow t-shirt dress that complements her bright smile beautifully. The scene is set under a clear sky, with the sun casting a warm glow, as she stands with confidence, embodying the vibrancy of her ensemble in a lively and realistic style.",NP,long,
Portrait,053,"A slightly chubby man with curly brown hair, dressed in a grey hoodie and shorts, is casually holding a smartphone and a can of soda while standing in an urban park bathed in the warm glow of a sunny afternoon. Capture the scene in a highly realistic style, emphasizing natural details and authenticity.",NP,middle,
Portrait,054,"Please create a photograph capturing a young woman showcasing a dynamic presence as she bicycles alongside a river during a hot summer day. Her long hair streams behind her as she pedals, dressed in snug tights and a vibrant yellow tank top, complemented by New Balance running shoes that highlight her lean, athletic build. She sports a small backpack and sunglasses resting confidently atop her head.",NP,long,
Portrait,055,"The image should capture a lifelike essence, showcasing a young woman gracefully positioned in a golf swing on a bright summer day. Her long hair effortlessly streams behind her, complementing her ideal physique, which is accentuated by form-fitting red leggings adorned with striking geometric patterns. The scene is bathed in vibrant sunlight, creating dynamic shadows as she elegantly executes her swing with finesse.",NP,long,
Portrait,056,"In a movie theater, a striking woman wearing a thick black T-shirt and trousers is comfortably seated in plush seating, savoring a large bucket of popcorn under dim lighting. The atmosphere is captured in silvertone, showcasing the scene in an authentic, lifelike style.",NP,middle,
Portrait,057,"Immersive scene in lively gaming room, men deeply engaged in video games, vivid LCD televisions, stylish gaming chairs, realism, genuine expressions and interactions of real individuals.","T, P",short,
Portrait,058,"Vibrant New York City, bathed in sunlight, man in sleek white bomber jacket, leaning against concrete sculpture, embodying chic summer fashion, lifelike photographic style.","T, P",short,
Portrait,059,"Lavish bar, woman in men's dress shirt and denim shorts soaked in champagne, radiating joy, enthralled guests, sumptuous atmosphere, realism, genuine expressions, vivid details.","T, P",short,
Portrait,060,"Realistic image, muscular man seated casually on cushion, another person looking through zippers with glowing eyes, cushion store.","T, P",short,
Portrait,061,"Young boy with hearing aid, playing electric guitar, wooden chair, sunlit room, colorful posters, music sheets, realism, authentic expressions, natural interactions.","T, P",short,
Portrait,062,"Create a vivid photograph featuring a joyful girl in a vibrant green space suit, beaming with a radiant smile. She stands amidst an enchanting grove of stunning pink trees, her long black hair elegantly topped with a beautifully detailed crown. Capture the scene with a realistic style, showcasing the lively contrast of colors and the girl's exuberant expression in the natural setting.",NP,long,
Portrait,063,"On Haight Street, three individuals—a Black person, an Asian person, and a White person—stand united, each holding a vape. Capture this moment with a noir aesthetic, featuring realistic depictions of real people.",NP,middle,
Portrait,064,"Create a photograph capturing a model confidently standing in an urban setting, dressed in a short skirt and fitted knit. The image should showcase young women's fashion trends, reflecting contemporary styles with vibrant textures and colors, and emphasize realistic details and lifelike elements.",NP,middle,
Portrait,065,"A remarkably tall teenage girl walked through the lively streets of Jakarta under the daylight. She was elegantly dressed in a deep black hijab and her ensemble displayed a captivating gradient of dark hues. The scene should be rendered in a realistic style, capturing the essence of a genuinely lifelike photograph.",NP,middle,
Portrait,066,"An elderly woman shares cherished childhood stories with a robot, displaying a collection of faded photographs meticulously arranged in an album. Accompanying her are a young woman and an inquisitive boy, all portrayed as lifelike individuals, capturing the essence of real-life interactions through a realistic photographic style.",NP,middle,
Portrait,067,"In the lively bowling alley, a robust middle-aged man gleefully twirls like a bowling ball targeting the pins. A cheerful child applauds with laughter, eyes sparkling with joy. Depict an image inspired by real individuals, capturing the essence of authentic human expression.",NP,middle,
Portrait,068,"Create a photograph capturing a diverse group of people, including a woman, joyfully gardening together in a rural community park. They are posing with their gardening tools, displaying a sense of camaraderie and happiness in the vibrant and naturally-lit outdoor setting.",NP,middle,
Portrait,069,"A sophisticated gentleman dressed in a crisp white lab coat over a formal suit unveils a mint green brain encased inside a helmet while engaging with lively chemical reactions, captured with striking realism.",NP,middle,
Portrait,070,"Create a vintage-style photograph capturing the lively scene of a young man in a bright red T-shirt and durable jeans skillfully grilling sizzling meat with gleaming tongs at his bustling street food stall, as a casually dressed onlooker watches with keen interest.",NP,middle,
Portrait,071,"Please craft a lifelike photographic image capturing a young girl exuding confidence as a hip hop dance champion. She's stylishly dressed in a black hoodie and cargo pants, set against the lively backdrop of colorful urban graffiti outdoors.",NP,middle,
Portrait,072,"A man in a luxurious office, wearing diamond grillz, golden chains, a watch, and stylish shades, beams with excitement as he examines trading charts. The cigarette in his hand complements his energetic aura, capturing the essence of a forex trader engrossed in his work. This image is to be crafted with authentic realism, emphasizing the genuine characteristics and atmosphere of the setting.",NP,long,
Portrait,073,"A girl in a blue and white uniform playfully strikes a pose with her leg raised against a shimmering purple backdrop. The scene is infused with vibrant energy, capturing the essence of a real person amidst sparkling allure.",NP,middle,
Portrait,074,"A handsome young man, age 20, wearing a dark blue shirt, happily smiles as he holds a soda can, savoring the drink against a simple white backdrop. The image is true to life, capturing a real person in a natural moment.",NP,middle,
Portrait,075,"Create a lifelike photograph capturing a white man and a black woman standing back-to-back on a grassy hilltop beneath the sunny blue skies of England, both dressed in stylish, contemporary clothing.",NP,middle,
Portrait,076,"Inside a grand palace, a woman wearing a light yellow casual dress smiles warmly. The interior boasts a marbled floor and a graceful golden dome ceiling, with an elegant palette of white and gold. Captured in the style of real photography, the scene evokes a sense of authentic beauty and sophistication.",NP,middle,
Portrait,077,"A real elderly woman in a safari outfit perches on the front bumper of a dark green Land Rover, surrounded by elephants in a vast, sunlit safari landscape.",NP,short,
Portrait,078,"In the inviting warmth of a living room, an elderly grandfather sits pensively at the piano, clutching a pencil as he sketches musical notes onto blank sheet music, a cozy green cardigan draping softly over his shoulders. The image should capture real-life individuals with a natural, lifelike essence.",NP,middle,
Portrait,079,"A realistic depiction of a man trapped in quicksand as he reaches for a phone buried in the sand beneath a vibrant desert sky, capturing the scene with lifelike detail and authenticity.",NP,middle,
Portrait,080,"Create an image of a young girl seated in a wheelchair, wearing an elegant white dress adorned with lace edges. Her hair is beautifully styled in braided pigtails, and a distinctive tear-shaped mole is under her right eye. The image should capture the essence of a real person, reflecting authentic features and expressions.",NP,middle,
Portrait,081,"Create an image featuring a man wearing shades and a straw hat standing behind a smiling woman, surrounded by lush, vibrant green plants. He is holding two schoolbags. This composition should be rendered in a lifelike, realistic style, capturing the natural essence and authentic depiction of the individuals and their environment.",NP,middle,
Portrait,082,"A farmer stands in a tranquil scene, surrounded by gentle waves of color, graceful shapes, and radiant, diffused hues. This image exudes a vivid, cool atmosphere, capturing the essence of real people with an authentic and lifelike portrayal.",NP,middle,
Portrait,083,"A woman with black hair is dressed in a dark yellow jacket and carries a backpack, standing amidst a lush display of blooming roses. Next to her is a person in white armor, holding a vivid red, heart-shaped balloon. The image focuses on capturing the essence of real people, with a realistic style that brings the scene to life.",NP,middle,
Portrait,084,"The image captures a confident young woman, smiling warmly in a military T-shirt, as she stands in a gym filled with weights, treadmills, and illuminated by bright fluorescent lights. Her presence conveys realism, embodying a true-to-life scene surrounded by gym equipment.",NP,middle,
